"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2008","Switzerland","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","540",""
"2008","Switzerland","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","30",""
"2008","Switzerland","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","30",""
"2008","Total","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","38,870","d"
"2008","Total","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","27,130","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","15,125","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","13,585","d"
"2008","Total","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","53,995","d"
"2008","Total","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","40,715","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","155,390","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","111,115","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","45,075","d"
"2008","Total","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","28,535","d"
"2008","Total","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","1,560","d"
"2008","Total","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","1,185","d"
"2008","Total","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","20,125","d"
"2008","Total","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","14,320","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","11,350","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","10,530","d"
"2008","Total","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","31,470","d"
"2008","Total","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","24,850","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","120,315","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","84,690","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","30,795","d"
"2008","Total","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","18,385","d"
"2008","Total","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","650","d"
"2008","Total","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","485","d"
"2008","Total","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","18,730","d"
"2008","Total","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","12,795","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","3,770","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","3,055","d"
"2008","Total","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","22,500","d"
"2008","Total","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","15,850","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","35,040","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","26,420","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","14,270","d"
"2008","Total","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","10,145","d"
"2008","Total","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","905","d"
"2008","Total","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","700","d"
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","44,095",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","34,970",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","18,605",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","14,600",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","62,700",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","49,570",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","147,100",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","106,390",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","50,190",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","36,400",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","2,500",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","2,230",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","23,205",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","18,345",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","13,970",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","10,845",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","37,175",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","29,190",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","107,600",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","74,440",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","31,840",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","21,945",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","880",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","755",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","20,855",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","16,605",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","4,615",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","3,745",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","25,470",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","20,350",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","39,450",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","31,920",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","18,335",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","14,445",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","1,620",""
"2009","European Union (current composition)","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","1,475",""
"2009","Belgium","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","4,635",""
"2009","Belgium","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","3,685",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","1,635",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","1,390",""
"2009","Belgium","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","6,275",""
"2009","Belgium","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","5,075",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","10,910",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","8,160",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","4,320",""
"2009","Belgium","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","3,260",""
"2009","Belgium","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","110",""
"2009","Belgium","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","100",""
"2009","Belgium","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","2,460",""
"2009","Belgium","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","1,945",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","1,130",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","980",""
"2009","Belgium","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","3,590",""
"2009","Belgium","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","2,925",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","7,760",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","5,535",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,760",""
"2009","Belgium","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","1,965",""
"2009","Belgium","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","45",""
"2009","Belgium","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","40",""
"2009","Belgium","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","2,175",""
"2009","Belgium","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","1,740",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","505",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","410",""
"2009","Belgium","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","2,680",""
"2009","Belgium","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","2,145",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","3,150",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","2,625",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","1,560",""
"2009","Belgium","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","1,295",""
"2009","Belgium","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","65",""
"2009","Belgium","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","60",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","75",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","35",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","110",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","525",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","195",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","25",""
"2009","Bulgaria","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","40",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","25",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","65",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","460",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","160",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2009","Bulgaria","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","35",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","10",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","45",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","65",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","40",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person",":",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","10",""
"2009","Bulgaria","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person",":",""
"2009","Czechia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","260",""
"2009","Czechia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","135",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","30",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","20",""
"2009","Czechia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","290",""
"2009","Czechia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","150",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","590",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","315",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","350",""
"2009","Czechia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","150",""
"2009","Czechia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","5",""
"2009","Czechia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","5",""
"2009","Czechia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","135",""
"2009","Czechia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","75",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","25",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","15",""
"2009","Czechia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","160",""
"2009","Czechia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","90",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","405",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","210",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","255",""
"2009","Czechia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","105",""
"2009","Czechia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2009","Czechia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2009","Czechia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","125",""
"2009","Czechia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","60",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","5",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","5",""
"2009","Czechia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","130",""
"2009","Czechia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","65",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","185",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","105",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","95",""
"2009","Czechia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","45",""
"2009","Czechia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","0",""
"2009","Czechia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","0",""
"2009","Denmark","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","500",""
"2009","Denmark","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","500",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","650",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","650",""
"2009","Denmark","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","1,150",""
"2009","Denmark","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","1,150",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","1,990",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","1,990",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","540",""
"2009","Denmark","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","540",""
"2009","Denmark","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","35",""
"2009","Denmark","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","35",""
"2009","Denmark","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","285",""
"2009","Denmark","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","285",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","590",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","590",""
"2009","Denmark","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","875",""
"2009","Denmark","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","875",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","1,595",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","1,595",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","360",""
"2009","Denmark","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","360",""
"2009","Denmark","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","20",""
"2009","Denmark","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","20",""
"2009","Denmark","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","215",""
"2009","Denmark","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","215",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","60",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","60",""
"2009","Denmark","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","275",""
"2009","Denmark","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","275",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","395",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","395",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","180",""
"2009","Denmark","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","180",""
"2009","Denmark","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","15",""
"2009","Denmark","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","15",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","7,590",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","6,820",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","2,785",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","2,505",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","10,375",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","9,325",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","16,785",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","14,305",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","5,475",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","3,730",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","275",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","215",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","3,925",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","3,520",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","1,970",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","1,815",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","5,895",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","5,335",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","12,390",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","10,460",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","3,540",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","2,305",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","120",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","90",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","3,660",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","3,290",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","810",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","685",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","4,470",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","3,975",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","4,395",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","3,840",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","1,935",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","1,425",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","155",""
"2009","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","125",""
"2009","Estonia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","25",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","20",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","10",""
"2009","Estonia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","10",""
"2009","Estonia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","0",""
